file_name	processed	type
cb1f5684_4013755.pdf	FALSE	other
cb466b63_buybacks-of-shares-in-enea-during-the-period-march-23-27-2026.pdf	FALSE	other
cc3df437_4016033.pdf	FALSE	other
cc5f99df_4017820.pdf	FALSE	other
cc83787a_medicover-social-finance-investor-report-2025.pdf	FALSE	other
cc83787a_medicovers-social-finance-investor-report-is-now-published.pdf	FALSE	other
cc8c3b54_annual-report-2025.pdf	FALSE	Annual report
cc8f94cd_notice-of-annual-general-meeting-in-enea-aktiebolag.pdf	FALSE	other
cd1c638a_4016932.pdf	FALSE	other
cdbe847b_98712c539aea622f.pdf	FALSE	other
cdca13f8_viaplay-group-annual-and-sustainability-report-2025.pdf	FALSE	Annual report
ce53f322_ependion-ars-och-hallbarhetsredovisning-2025.pdf	FALSE	Annual report
cebe1c90_majorno-voting_esma_standardform1_nordea-funds-ltd_voting_bakkafrost-pf_2026-03-27-1.pdf	FALSE	other
cfa6fa9c_buybacks-weekly-summary-en-23-march-27-march.pdf	FALSE	other
d065af65_kallelse-till-arsstamma-i-granges-ab.pdf	FALSE	other
d0baa151_4016104.pdf	FALSE	other
d11ff93e_pdmr-notification-vik.pdf	FALSE	other
d3403ef1_notice-of-annual-general-meeting-in-midsona-ab-publ.pdf	FALSE	other
d5548ccf_4017638.pdf	FALSE	other
d588694d_egetis-meddelar-att-fda-accepterar-och-beviljar-prioriterad-granskning-av-nda-for-emcitate-r-tiratricol-vid-mct8-brist.pdf	FALSE	other
d6123317_4018137.pdf	FALSE	other
d75a104e_sdiptech-ab-publ-announces-results-of-tender-offer-for-its-outstanding-senior-secured-sustainability-linked-bonds.pdf	FALSE	other
d81c7120_bc55c9349264690c.pdf	FALSE	other
d89c7804_rapport.pdf	FALSE	other
d92210d9_vitec-software-group-arsredovisning-2025.pdf	FALSE	Annual report
d9387054_viaplay-group-ars-and-hallbarhetsredovisning-2025.pdf	FALSE	other
db08232b_navamedic-asa-notice-of-agm-23-april-2026.pdf	FALSE	other
dbd3cf2c_4016408.pdf	FALSE	other
dc0e5218_catella-arsredovisning-2025.pdf	FALSE	Annual report
dc1fc5ff_download-announcement-as-pdf.pdf	FALSE	other
dc1fc5ff_strongpoint-asa-annual-report-2025.pdf	FALSE	Annual report
dc5b5bc7_number-of-shares-and-votes-in-orexo.pdf	FALSE	other
dcfe86ae_ny-aktiebas-260331-eng.pdf	FALSE	other
de273e8d_60-matas-share-buy-back-reporting-of-transactions-week-13-30032026.pdf	FALSE	other
de273e8d_60b-appendix-transactions-week-13-2026.pdf	FALSE	other
deb52680_4013934.pdf	FALSE	other
deb52680_8242728c05827b97.pdf	FALSE	other
dfd3ab84_kallelse-till-arsstamma-i-engcon-ab.pdf	FALSE	other
e0a266bf_4017211.pdf	FALSE	other
e0c9b70f_xbrane-provides-an-update-on-the-timeline-for-resubmission-of-the-market-authorization-application-in-the-united-states.pdf	FALSE	other
e0dd8a49_4015562.pdf	FALSE	other
e1cb0a70_notice-to-attend-the-annual-general-meeting-of-addlife-ab-publ.pdf	FALSE	other
e292734f_notice-of-annual-general-meeting-in-eolus-ab-publ.pdf	FALSE	other
e2f77cae_sentia-to-build-tinden-office-project-in-stavanger.pdf	FALSE	other
e36fa4e9_kallelse-till-arsstamma-i-hoist-finance-ab-publ.pdf	FALSE	other
e4636187_elabs-minutes-of-eogm-march-27-2026.pdf	FALSE	other
e4636187_elliptic-labs-minutes-from-extraordinary-general-meeting.pdf	FALSE	other
e46e103b_elopak-asa-mandatory-notification-of-trade-by-primary-insider-award-of-psus.pdf	FALSE	other
e46e103b_pdmr-allocation-26-march-2026-mf.pdf	FALSE	other
e4883991_4018525.pdf	FALSE	other
e48d20b1_skjema_for_melding_om_transaksjoner_utfort_av_personer_med_ledelsesansvar_primarinnsidere_og_deres_narstaende_krt_1500.pdf	FALSE	other
e557a1c9_ascelia-pharma-announces-acceptance-of-orviglance-data-for-oral-presentation-at-the-annual-radiology-congress-esgar-2026.pdf	FALSE	other
e5d37f4f_4017225.pdf	FALSE	other
e5d37f4f_ad93f26d4bab3490.pdf	FALSE	other
e641488d_notice-of-annual-general-meeting-2026-in-net-insight-ab-publ.pdf	FALSE	other
e68611e5_4018295.pdf	FALSE	other
e6aad056_4017329.pdf	FALSE	other
e7145cd0_otec-transaksjonsoversikt64.pdf	FALSE	other
e79c1f13_sats-asa-annual-report-2025.pdf	FALSE	Annual report
e7df1166_andring-av-antalet-aktier-och-roster-i-np3-fastigheter.pdf	FALSE	other
e8618c4b_aterkop-av-aktier-av-serie-b-i-trelleborg-under-vecka-13-2026.pdf	FALSE	other
e8d3c643_4014097.pdf	FALSE	other
e926d6be_1-notice-agm-2026-1.pdf	FALSE	other
e926d6be_annual-general-meeting-in-humana.pdf	FALSE	other
e9a81829_4012456.pdf	FALSE	other
e9f1dabb_andring-av-antalet-aktier-och-roster-i-wastbygg-gruppen.pdf	FALSE	other
eaef93fe_vitec-software-group-arsredovisning-2025.pdf	FALSE	Annual report
eb9da44e_kallelse-till-extra-bolagsstamma-i-fingerprint-cards-ab-publ.pdf	FALSE	other
ebed83f1_4015704.pdf	FALSE	other
ec3c2613_4016892.pdf	FALSE	other
ec511bb3_repurchases-of-shares-during-week-13-2026.pdf	FALSE	other
ec511bb3_transactions-in-attendo-260323-to-260327.pdf	FALSE	other
ec7759c1_4016031.pdf	FALSE	other
ef0731ef_4015455.pdf	FALSE	other
f021dd9a_rec-silicon-announces-the-refinancing-of-a-usd-110-0-million-guaranteed-term-loan-with-keb-hana-bank.pdf	FALSE	other
f04c0a23_event-at-nanologicas-premises-no-damage-to-personnel-or-instruments.pdf	FALSE	other
f1706f96_valberedningens-forslag-till-styrelseledamoter-i-meko.pdf	FALSE	other
f219328e_kallelse-till-arsstamma-2026-for-fagerhult-group-ab-publ.pdf	FALSE	other
f2b86f3e_attendo-ar25-eng.pdf	FALSE	other
f2d7434a_notice-to-the-annual-general-meeting-in-vitec-software-group-ab-publ.pdf	FALSE	other
f2df05e1_valberedningens-forslag-till-styrelse-i-apotea-ab-publ.pdf	FALSE	other
f2f29451_release.pdf	FALSE	other
f50673e6_bilaga-forvarvade-och-avyttrade-fastigheter.pdf	FALSE	other
f50673e6_np3-fastigheter-forvarvar-fastigheter-for-108-miljoner-kronor.pdf	FALSE	other
f5511769_260331-jm-selling-two-residential-projects-in-greater-helsinki-area.pdf	FALSE	other
f5b6b5f8_idex-biometrics-asa-extraordinary-general-meeting-held-on-27-march-2026.pdf	FALSE	other
f6deed42_buybacks-weekly-summary-sv-23-march-27-march.pdf	FALSE	other
f7f03bb8_styrelsen-i-flerie-beslutar-om-omvandling-av-stamaktier-till-aktier-av-serie-c-inom-ramen-for-fleries-aktieinlosenprogram.pdf	FALSE	other
f7f781df_4014686.pdf	FALSE	other
f8d838f8_medicover-social-finance-investor-report-2025.pdf	FALSE	other
f8d838f8_medicovers-social-finance-investor-report-ar-publicerad.pdf	FALSE	other
f8edde16_change-in-the-number-of-shares-and-votes-in-np3-fastigheter.pdf	FALSE	other
f979eaf7_stort-tidigt-intresse-for-bedomning-av-risk-for-somnapne-over-150-000-registreringar.pdf	FALSE	other
f99428ba_4013965.pdf	FALSE	other
fa51ffc4_4013753.pdf	FALSE	other
fbcc8756_4016379.pdf	FALSE	other
fbcc8756_96cc2c4037d44629.pdf	FALSE	other
fc465768_4015128.pdf	FALSE	other
fc62bc3e_4018095.pdf	FALSE	other
fca502fd_nkr-buy-back-300326.pdf	FALSE	other
fca78bb0_4015464.pdf	FALSE	other
fd3570d2_download-announcement-as-pdf.pdf	FALSE	other
fd3570d2_notice-of-annual-general-meeting-29-april-2026.pdf	FALSE	other
fe96447a_4016733.pdf	FALSE	other
ff9068ff_elliptic-labs-new-share-capital-registered.pdf	FALSE	other
ff9318a4_4016940.pdf	FALSE	other
fffb097c_notice-of-annual-general-meeting-of-infant-bacterial-therapeutics.pdf	FALSE	other
